-0.091628	-0.073190	0.025229	-0.091628
-0.085576	-0.061534	0.025096	-0.085576
-0.079548	-0.061346	0.019253	-0.079548
-0.073544	-0.061158	0.013433	-0.073544
-0.078985	-0.060971	0.019059	-0.078985
-0.084403	-0.060784	0.024660	-0.084403
-0.084088	-0.060598	0.018818	-0.084088
-0.078063	-0.054701	0.024421	-0.078063
-0.083482	-0.060249	0.024290	-0.083482
-0.083169	-0.065773	0.024159	-0.083169
-0.077145	-0.059854	0.018318	-0.077145
-0.088277	-0.065380	0.023921	-0.088277
-0.070811	-0.053751	0.018081	-0.070811
-0.064836	-0.059300	0.006554	-0.064836
-0.081727	-0.053406	0.029336	-0.081727
-0.075706	-0.041825	0.034893	-0.075706
-0.075420	-0.047422	0.023296	-0.075420
-0.080845	-0.052996	0.023168	-0.080845
-0.063405	-0.058547	0.005908	-0.063405
-0.057457	-0.058364	0.005850	-0.057457
-0.062954	-0.058182	0.005793	-0.062954
-0.062717	-0.052290	0.011445	-0.062717
-0.079612	-0.046421	0.028495	-0.079612
-0.085016	-0.057707	0.028344	-0.085016
-0.056135	-0.034684	0.022483	-0.056135
-0.067345	-0.046018	0.016646	-0.067345
-0.072797	-0.051594	0.022253	-0.072797
-0.066806	-0.045727	0.022126	-0.066806
-0.072260	-0.051304	0.022000	-0.072260
-0.077691	-0.056857	0.021874	-0.077691
-0.071678	-0.050967	0.021749	-0.071678
-0.065689	-0.045101	0.021623	-0.065689
-0.065434	-0.039258	0.027208	-0.065434
-0.076601	-0.044859	0.027060	-0.076601
-0.070590	-0.050438	0.021202	-0.070590
-0.058893	-0.050283	0.015367	-0.058893
-0.070085	-0.050128	0.020977	-0.070085
-0.069810	-0.049973	0.020854	-0.069810
-0.063824	-0.049819	0.015020	-0.063824
-0.063574	-0.038244	0.032051	-0.063574
-0.063323	-0.038137	0.020461	-0.063323
-0.063073	-0.049451	0.020338	-0.063073
-0.068534	-0.055007	0.014506	-0.068534
-0.062551	-0.043410	0.020117	-0.062551
-0.079434	-0.054701	0.025706	-0.079434
-0.084826	-0.065946	0.019851	-0.084826
-0.078775	-0.060013	0.025440	-0.078775
-0.084168	-0.059814	0.025295	-0.084168
-0.066697	-0.042484	0.019441	-0.066697
-0.055008	-0.048067	0.013610	-0.055008
-0.071917	-0.047916	0.019224	-0.071917
-0.060206	-0.042055	0.013394	-0.060206
-0.071382	-0.059058	0.019008	-0.071382
-0.071092	-0.053151	0.018889	-0.071092
-0.070803	-0.047267	0.024480	-0.070803
-0.070514	-0.052828	0.018628	-0.070514
-0.064515	-0.052655	0.012799	-0.064515
-0.058540	-0.052483	0.006994	-0.058540
-0.052589	-0.046600	0.006923	-0.052589
-0.063793	-0.052162	0.012562	-0.063793
-0.069240	-0.051990	0.018178	-0.069240
-0.068955	-0.051819	0.018061	-0.068955
-0.074379	-0.057358	0.017943	-0.074379
-0.062651	-0.045744	0.017826	-0.062651
-0.062390	-0.051307	0.011999	-0.062390
-0.056419	-0.039716	0.017617	-0.056419
-0.056183	-0.033883	0.023211	-0.056183
-0.067368	-0.039494	0.023072	-0.067368
-0.067086	-0.050792	0.017222	-0.067086
-0.055383	-0.044913	0.011397	-0.055383
-0.049439	-0.039057	0.011305	-0.049439
-0.054939	-0.033225	0.022634	-0.054939
-0.048995	-0.027416	0.028207	-0.048995
-0.043075	-0.015921	0.022335	-0.043075
-0.031469	-0.004473	0.022198	-0.031469
-0.042752	-0.004493	0.039192	-0.042752
-0.042567	-0.004512	0.038985	-0.042567
-0.036672	0.001179	0.038778	-0.036672
-0.030801	0.001137	0.038572	-0.030801
-0.036374	0.006804	0.044076	-0.036374
-0.036214	0.018159	0.055268	-0.036214
-0.047475	0.023757	0.072124	-0.047475
-0.052979	0.017911	0.071779	-0.052979
-0.047039	0.029220	0.077146	-0.047039
-0.035413	0.034772	0.071068	-0.035413
-0.029544	0.040300	0.070726	-0.029544
-0.023699	0.062937	0.087515	-0.023699
-0.029299	0.068349	0.098524	-0.029299
-0.017744	0.079449	0.098067	-0.017744
-0.006237	0.084793	0.091900	-0.006237
-0.006197	0.095824	0.102889	-0.006197
0.010973	0.112519	0.102411	0.010973
0.022363	0.117725	0.096223	0.022363
